booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B080001,2025-08-27,R443,Suite,Cancelled,517.86,2,2025-08-27,2025-08-29,Yes,No,No,Moderate,Medium,Emma Jones,France,Debit Card,OTA,Leisure,1,3.5,None
B080002,2025-08-06,R266,Deluxe,Cancelled,236.29,3,2025-08-06,2025-08-10,Yes,Yes,Yes,Moderate,Medium,Yuki Tanaka,UK,Credit Card,Travel Agent,Leisure,8,4.9,Extra towels
B080003,2025-08-05,R420,Suite,Available,505.33,0,,,Yes,Yes,No,Moderate,Medium,,,,,,7,3.4,
B080004,2025-08-16,R285,Suite,No-Show,473.84,2,2025-08-16,2025-08-19,No,Yes,No,Moderate,Medium,Marie Dubois,France,Cash,OTA,Leisure,9,3.8,None
B080005,2025-08-14,R328,Suite,Booked,461.48,2,2025-08-14,2025-08-19,No,Yes,No,Moderate,Medium,Yuki Tanaka,Germany,Credit Card,Direct,Leisure,7,3.1,Extra towels
B080006,2025-08-14,R425,Suite,Available,456.7,0,,,Yes,No,Yes,Moderate,Medium,,,,,,5,3.7,
B080007,2025-08-01,R330,Standard,Cancelled,124.83,3,2025-08-01,2025-08-06,No,Yes,No,Moderate,Medium,Emma Jones,Canada,Cash,Travel Agent,Leisure,8,3.7,Extra towels
B080008,2025-08-20,R378,Deluxe,Cancelled,246.27,1,2025-08-20,2025-08-22,No,No,Yes,Moderate,Medium,Emma Jones,Japan,Cash,OTA,Business,9,3.1,None
B080009,2025-08-25,R296,Suite,Available,440.42,0,,,Yes,Yes,No,Moderate,Medium,,,,,,7,3.3,
B080010,2025-08-08,R115,Deluxe,Available,231.65,0,,,Yes,No,Yes,Moderate,Medium,,,,,,10,4.4,
B080011,2025-08-23,R334,Deluxe,Available,261.06,0,,,No,Yes,Yes,Moderate,Medium,,,,,,20,4.1,
B080012,2025-08-22,R459,Standard,Available,120.06,0,,,Yes,Yes,Yes,Moderate,Medium,,,,,,1,3.6,
B080013,2025-08-07,R135,Deluxe,Booked,248.44,4,2025-08-07,2025-08-09,Yes,Yes,Yes,Moderate,Medium,Emma Jones,France,Credit Card,Travel Agent,Leisure,12,4.6,Extra towels
B080014,2025-08-22,R419,Suite,Cancelled,441.7,2,2025-08-22,2025-08-25,No,No,No,Moderate,Medium,John Smith,USA,Credit Card,Travel Agent,Business,19,3.8,None
