booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B120001,2025-12-07,R270,Suite,Booked,578.87,2,2025-12-07,2025-12-11,No,Yes,No,Peak,High,Marie Dubois,USA,Debit Card,Travel Agent,Leisure,12,3.6,None
B120002,2025-12-07,R288,Suite,Booked,602.42,3,2025-12-07,2025-12-10,No,Yes,No,Peak,High,John Smith,Canada,Cash,Travel Agent,Leisure,18,4.2,Late check-in
B120003,2025-12-17,R474,Deluxe,Booked,316.47,3,2025-12-17,2025-12-18,No,Yes,No,Peak,High,Yuki Tanaka,Japan,Credit Card,Direct,Business,16,3.9,None
B120004,2025-12-28,R256,Deluxe,Booked,285.33,4,2025-12-28,2025-12-29,No,Yes,No,Peak,High,Emma Jones,Canada,Cash,Travel Agent,Leisure,9,4.7,Late check-in
B120005,2025-12-28,R250,Deluxe,Booked,286.94,4,2025-12-28,2025-12-29,No,No,Yes,Peak,High,Yuki Tanaka,France,Debit Card,Travel Agent,Business,6,3.3,Late check-in
B120006,2025-12-12,R239,Deluxe,Available,272.24,0,,,Yes,Yes,No,Peak,High,,,,,,0,4.5,
B120007,2025-12-09,R476,Standard,Booked,148.49,2,2025-12-09,2025-12-11,No,Yes,Yes,Peak,High,Yuki Tanaka,Canada,Debit Card,Travel Agent,Leisure,0,3.6,Extra towels
B120008,2025-12-17,R275,Standard,Booked,151.76,1,2025-12-17,2025-12-20,Yes,Yes,No,Peak,High,Emma Jones,France,Credit Card,Direct,Business,20,4.1,None
B120009,2025-12-23,R231,Suite,Booked,602.88,2,2025-12-23,2025-12-26,No,Yes,No,Peak,High,John Smith,Germany,Debit Card,Direct,Business,4,4.7,None
B120010,2025-12-12,R142,Deluxe,Booked,320.58,4,2025-12-12,2025-12-17,Yes,Yes,Yes,Peak,High,John Smith,UK,Cash,Direct,Business,0,4.5,Late check-in
B120011,2025-12-21,R224,Suite,Booked,553.17,1,2025-12-21,2025-12-24,No,No,No,Peak,High,Marie Dubois,UK,Debit Card,OTA,Leisure,9,3.3,Late check-in
B120012,2025-12-26,R232,Standard,Booked,139.69,3,2025-12-26,2025-12-27,No,No,No,Peak,High,Yuki Tanaka,UK,Debit Card,Travel Agent,Business,5,4.5,None
B120013,2025-12-11,R348,Standard,Booked,136.61,2,2025-12-11,2025-12-12,Yes,No,Yes,Peak,High,Hans Muller,Canada,Debit Card,Direct,Business,16,4.1,Late check-in
B120014,2025-12-25,R278,Deluxe,Booked,325.15,1,2025-12-25,2025-12-30,No,No,No,Peak,High,Yuki Tanaka,France,Credit Card,OTA,Business,1,4.5,Late check-in
B120015,2025-12-20,R479,Deluxe,Booked,305.97,1,2025-12-20,2025-12-21,Yes,No,Yes,Peak,High,Marie Dubois,Japan,Cash,OTA,Leisure,17,3.6,Late check-in
B120016,2025-12-15,R346,Standard,Booked,144.6,4,2025-12-15,2025-12-19,Yes,No,No,Peak,High,John Smith,France,Credit Card,OTA,Leisure,2,3.6,Extra towels
B120017,2025-12-17,R357,Suite,Booked,592.66,3,2025-12-17,2025-12-21,No,No,No,Peak,High,Hans Muller,Canada,Cash,OTA,Leisure,20,3.3,Extra towels
B120018,2025-12-28,R183,Suite,Booked,594.59,3,2025-12-28,2026-01-02,Yes,No,No,Peak,High,Emma Jones,USA,Debit Card,Direct,Business,20,4.0,Late check-in
B120019,2025-12-11,R154,Suite,Cancelled,581.2,2,2025-12-11,2025-12-13,No,No,Yes,Peak,High,Marie Dubois,USA,Debit Card,Direct,Business,10,4.2,None
B120020,2025-12-28,R244,Deluxe,Booked,287.84,1,2025-12-28,2025-12-29,Yes,Yes,No,Peak,High,John Smith,Japan,Cash,Travel Agent,Business,15,3.7,Extra towels
B120021,2025-12-25,R427,Standard,Cancelled,147.76,1,2025-12-25,2025-12-30,No,Yes,No,Peak,High,Marie Dubois,Germany,Debit Card,Travel Agent,Leisure,12,4.6,Extra towels
B120022,2025-12-12,R375,Standard,Booked,155.97,1,2025-12-12,2025-12-17,Yes,No,No,Peak,High,Yuki Tanaka,Japan,Cash,Direct,Leisure,8,4.5,Late check-in
B120023,2025-12-27,R382,Standard,Booked,145.68,3,2025-12-27,2025-12-28,Yes,No,Yes,Peak,High,John Smith,France,Credit Card,OTA,Business,4,3.3,Extra towels
B120024,2025-12-10,R106,Suite,Available,598.06,0,,,Yes,No,No,Peak,High,,,,,,5,4.2,
B120025,2025-12-07,R370,Suite,Booked,608.07,2,2025-12-07,2025-12-10,Yes,Yes,Yes,Peak,High,Yuki Tanaka,Japan,Debit Card,OTA,Leisure,16,3.2,Late check-in
B120026,2025-12-06,R303,Standard,Booked,152.68,2,2025-12-06,2025-12-10,No,Yes,Yes,Peak,High,Marie Dubois,UK,Debit Card,Travel Agent,Leisure,19,4.0,Extra towels
