booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B030001,2025-03-07,R429,Deluxe,Cancelled,223.61,2,2025-03-07,2025-03-08,Yes,Yes,Yes,Moderate,Medium,John Smith,UK,Debit Card,Direct,Leisure,5,4.4,Late check-in
B030002,2025-03-08,R209,Standard,Booked,118.2,1,2025-03-08,2025-03-10,No,Yes,No,Moderate,Medium,Emma Jones,France,Cash,Travel Agent,Business,1,3.9,Extra towels
B030003,2025-03-14,R318,Suite,Cancelled,454.43,3,2025-03-14,2025-03-17,Yes,No,No,Moderate,Medium,Hans Muller,Canada,Debit Card,OTA,Business,10,4.5,Extra towels
B030004,2025-03-26,R322,Suite,Booked,503.88,4,2025-03-26,2025-03-29,No,No,Yes,Moderate,Medium,Hans Muller,Germany,Cash,Travel Agent,Business,18,4.6,Extra towels
B030005,2025-03-20,R254,Standard,No-Show,117.49,1,2025-03-20,2025-03-23,Yes,Yes,Yes,Moderate,Medium,Emma Jones,USA,Debit Card,Travel Agent,Leisure,8,4.0,Late check-in
B030006,2025-03-24,R354,Deluxe,Booked,238.31,4,2025-03-24,2025-03-27,Yes,Yes,Yes,Moderate,Medium,Emma Jones,Germany,Credit Card,Travel Agent,Leisure,7,3.8,Late check-in
B030007,2025-03-03,R236,Suite,Available,459.29,0,,,Yes,No,Yes,Moderate,Medium,,,,,,11,3.5,
B030008,2025-03-26,R108,Standard,Cancelled,110.42,4,2025-03-26,2025-03-27,Yes,No,No,Moderate,Medium,Marie Dubois,Canada,Cash,Direct,Business,19,4.4,None
B030009,2025-03-02,R150,Standard,Available,115.79,0,,,No,Yes,No,Moderate,Medium,,,,,,16,4.1,
B030010,2025-03-16,R468,Suite,Cancelled,476.62,4,2025-03-16,2025-03-21,No,Yes,No,Moderate,Medium,Marie Dubois,USA,Cash,Direct,Leisure,10,4.0,Extra towels
B030011,2025-03-25,R337,Suite,Available,524.82,0,,,Yes,No,No,Moderate,Medium,,,,,,14,3.2,
B030012,2025-03-03,R355,Suite,Booked,482.78,4,2025-03-03,2025-03-07,Yes,Yes,Yes,Moderate,Medium,Yuki Tanaka,UK,Debit Card,OTA,Leisure,8,4.7,Extra towels
B030013,2025-03-10,R190,Suite,Available,508.14,0,,,No,No,No,Moderate,Medium,,,,,,19,3.7,
B030014,2025-03-13,R125,Deluxe,Booked,257.07,2,2025-03-13,2025-03-17,Yes,No,Yes,Moderate,Medium,Marie Dubois,USA,Debit Card,Direct,Leisure,4,4.7,Extra towels
B030015,2025-03-16,R396,Suite,Available,437.41,0,,,Yes,Yes,No,Moderate,Medium,,,,,,8,3.1,
B030016,2025-03-28,R252,Suite,Booked,460.13,2,2025-03-28,2025-04-02,No,Yes,Yes,Moderate,Medium,Emma Jones,Germany,Cash,OTA,Leisure,4,4.5,None
B030017,2025-03-21,R328,Suite,Booked,480.5,2,2025-03-21,2025-03-22,No,Yes,No,Moderate,Medium,Yuki Tanaka,Japan,Debit Card,Direct,Business,18,4.6,Late check-in
B030018,2025-03-04,R366,Suite,Booked,442.64,2,2025-03-04,2025-03-09,Yes,Yes,Yes,Moderate,Medium,Hans Muller,Germany,Credit Card,Travel Agent,Leisure,5,4.7,Late check-in
B030019,2025-03-28,R399,Standard,Booked,108.29,4,2025-03-28,2025-04-01,No,Yes,No,Moderate,Medium,Marie Dubois,Japan,Debit Card,Travel Agent,Business,10,3.5,Extra towels
B030020,2025-03-10,R165,Suite,Booked,522.78,3,2025-03-10,2025-03-12,Yes,Yes,Yes,Moderate,Medium,Yuki Tanaka,Canada,Cash,OTA,Leisure,8,4.3,Late check-in
B030021,2025-03-19,R344,Suite,Available,486.9,0,,,No,Yes,Yes,Moderate,Medium,,,,,,3,4.4,
B030022,2025-03-20,R314,Suite,Cancelled,441.52,1,2025-03-20,2025-03-25,Yes,Yes,Yes,Moderate,Medium,Hans Muller,UK,Cash,OTA,Leisure,9,4.7,Late check-in
B030023,2025-03-12,R146,Suite,Booked,502.47,3,2025-03-12,2025-03-14,No,No,Yes,Moderate,Medium,Marie Dubois,Germany,Cash,Travel Agent,Leisure,18,4.1,Extra towels
B030024,2025-03-16,R240,Deluxe,Available,230.46,0,,,No,Yes,No,Moderate,Medium,,,,,,4,4.5,
B030025,2025-03-10,R434,Standard,Available,126.74,0,,,No,Yes,Yes,Moderate,Medium,,,,,,3,3.7,
B030026,2025-03-13,R156,Standard,Booked,131.56,3,2025-03-13,2025-03-17,No,Yes,No,Moderate,Medium,John Smith,Japan,Credit Card,Travel Agent,Leisure,17,3.5,Late check-in
B030027,2025-03-22,R287,Standard,Booked,130.33,1,2025-03-22,2025-03-23,No,No,No,Moderate,Medium,John Smith,Japan,Credit Card,Travel Agent,Business,0,3.2,Extra towels
B030028,2025-03-25,R166,Standard,Available,124.42,0,,,No,Yes,No,Moderate,Medium,,,,,,17,3.6,
B030029,2025-03-24,R398,Deluxe,Booked,231.0,1,2025-03-24,2025-03-29,No,Yes,Yes,Moderate,Medium,Marie Dubois,France,Credit Card,Direct,Business,10,3.1,Late check-in
B030030,2025-03-10,R469,Suite,Booked,480.25,2,2025-03-10,2025-03-13,No,Yes,Yes,Moderate,Medium,Yuki Tanaka,UK,Credit Card,Direct,Leisure,5,4.0,None
B030031,2025-03-14,R378,Suite,Booked,520.05,3,2025-03-14,2025-03-19,Yes,Yes,Yes,Moderate,Medium,Yuki Tanaka,UK,Debit Card,Direct,Leisure,13,3.9,Extra towels
B030032,2025-03-25,R208,Suite,Booked,497.38,2,2025-03-25,2025-03-29,No,Yes,No,Moderate,Medium,Emma Jones,UK,Cash,Direct,Business,12,3.0,None
B030033,2025-03-02,R219,Deluxe,Available,261.78,0,,,No,No,No,Moderate,Medium,,,,,,19,4.1,
B030034,2025-03-11,R293,Suite,Available,498.27,0,,,Yes,Yes,Yes,Moderate,Medium,,,,,,9,3.1,
B030035,2025-03-11,R468,Deluxe,Cancelled,231.44,1,2025-03-11,2025-03-12,Yes,No,Yes,Moderate,Medium,Marie Dubois,Canada,Cash,Direct,Leisure,5,3.0,Late check-in
B030036,2025-03-11,R184,Suite,Booked,481.9,4,2025-03-11,2025-03-14,Yes,Yes,Yes,Moderate,Medium,John Smith,Japan,Cash,OTA,Business,2,4.7,None
B030037,2025-03-15,R107,Deluxe,Cancelled,255.73,4,2025-03-15,2025-03-16,Yes,Yes,No,Moderate,Medium,Hans Muller,France,Cash,OTA,Leisure,14,4.8,None
B030038,2025-03-24,R420,Suite,Cancelled,521.89,1,2025-03-24,2025-03-27,Yes,No,Yes,Moderate,Medium,John Smith,USA,Debit Card,Travel Agent,Leisure,13,4.4,None
B030039,2025-03-10,R325,Suite,Booked,456.41,1,2025-03-10,2025-03-13,No,Yes,No,Moderate,Medium,Hans Muller,Canada,Credit Card,Travel Agent,Leisure,16,3.3,Extra towels
B030040,2025-03-11,R277,Standard,Booked,123.79,1,2025-03-11,2025-03-14,Yes,No,Yes,Moderate,Medium,John Smith,Germany,Debit Card,Travel Agent,Business,4,4.3,Extra towels
B030041,2025-03-14,R192,Deluxe,Booked,227.59,2,2025-03-14,2025-03-17,Yes,Yes,Yes,Moderate,Medium,John Smith,Canada,Cash,Direct,Business,17,3.9,None
B030042,2025-03-14,R332,Deluxe,Booked,232.57,3,2025-03-14,2025-03-16,No,No,Yes,Moderate,Medium,Hans Muller,UK,Cash,Travel Agent,Business,1,4.0,Extra towels
B030043,2025-03-27,R410,Deluxe,Cancelled,234.24,2,2025-03-27,2025-03-31,Yes,No,Yes,Moderate,Medium,Marie Dubois,Canada,Credit Card,Travel Agent,Business,15,4.3,Late check-in
B030044,2025-03-06,R296,Standard,No-Show,110.84,3,2025-03-06,2025-03-08,Yes,No,No,Moderate,Medium,Emma Jones,Germany,Debit Card,Direct,Leisure,1,3.9,Late check-in
B030045,2025-03-08,R432,Standard,Booked,130.12,3,2025-03-08,2025-03-13,No,Yes,Yes,Moderate,Medium,Emma Jones,France,Debit Card,Direct,Leisure,17,4.8,None
B030046,2025-03-02,R168,Suite,Booked,501.54,1,2025-03-02,2025-03-05,No,No,Yes,Moderate,Medium,Marie Dubois,USA,Debit Card,Direct,Leisure,16,3.5,None
B030047,2025-03-11,R473,Standard,Booked,112.61,1,2025-03-11,2025-03-12,No,Yes,No,Moderate,Medium,Emma Jones,Canada,Debit Card,Travel Agent,Leisure,19,4.7,None
B030048,2025-03-15,R340,Suite,Booked,501.65,4,2025-03-15,2025-03-18,No,No,No,Moderate,Medium,Marie Dubois,Canada,Debit Card,OTA,Leisure,2,4.7,None
B030049,2025-03-06,R162,Standard,Available,130.35,0,,,No,Yes,No,Moderate,Medium,,,,,,2,3.2,
B030050,2025-03-15,R336,Suite,Booked,473.78,2,2025-03-15,2025-03-16,No,No,No,Moderate,Medium,Marie Dubois,Canada,Cash,Direct,Leisure,2,4.3,Late check-in
B030051,2025-03-21,R309,Suite,Booked,476.35,4,2025-03-21,2025-03-24,Yes,No,Yes,Moderate,Medium,John Smith,UK,Debit Card,OTA,Business,8,4.4,Extra towels
B030052,2025-03-26,R361,Standard,Booked,124.09,4,2025-03-26,2025-03-29,Yes,Yes,Yes,Moderate,Medium,Marie Dubois,France,Debit Card,OTA,Business,15,3.8,Extra towels
B030053,2025-03-28,R370,Standard,Available,111.04,0,,,Yes,No,Yes,Moderate,Medium,,,,,,7,3.8,
B030054,2025-03-19,R429,Suite,Cancelled,478.99,4,2025-03-19,2025-03-20,Yes,Yes,No,Moderate,Medium,Marie Dubois,Germany,Cash,Direct,Leisure,14,3.0,None
B030055,2025-03-18,R424,Suite,Booked,479.75,4,2025-03-18,2025-03-21,No,No,No,Moderate,Medium,John Smith,France,Credit Card,Travel Agent,Leisure,15,5.0,None
B030056,2025-03-15,R371,Standard,Available,123.14,0,,,No,Yes,No,Moderate,Medium,,,,,,5,3.2,
B030057,2025-03-13,R453,Standard,Booked,119.3,3,2025-03-13,2025-03-18,Yes,Yes,No,Moderate,Medium,Hans Muller,Germany,Cash,Travel Agent,Leisure,0,4.5,Extra towels
B030058,2025-03-26,R351,Deluxe,Available,246.51,0,,,Yes,No,Yes,Moderate,Medium,,,,,,2,4.9,
B030059,2025-03-26,R265,Suite,No-Show,489.53,3,2025-03-26,2025-03-27,No,Yes,Yes,Moderate,Medium,Marie Dubois,Germany,Cash,Direct,Leisure,18,3.3,Late check-in
B030060,2025-03-28,R331,Suite,Available,457.58,0,,,Yes,Yes,No,Moderate,Medium,,,,,,13,4.7,
B030061,2025-03-15,R339,Standard,Available,117.47,0,,,Yes,No,No,Moderate,Medium,,,,,,5,4.6,
B030062,2025-03-05,R482,Suite,Booked,489.67,3,2025-03-05,2025-03-09,No,No,Yes,Moderate,Medium,Yuki Tanaka,Germany,Cash,OTA,Leisure,8,3.1,None
B030063,2025-03-07,R332,Suite,Available,451.15,0,,,No,Yes,Yes,Moderate,Medium,,,,,,3,3.0,
B030064,2025-03-08,R303,Suite,Available,455.93,0,,,Yes,No,No,Moderate,Medium,,,,,,17,4.2,
B030065,2025-03-27,R121,Deluxe,Available,263.27,0,,,No,Yes,No,Moderate,Medium,,,,,,7,4.8,
B030066,2025-03-25,R436,Suite,Available,473.85,0,,,No,Yes,No,Moderate,Medium,,,,,,7,5.0,
B030067,2025-03-04,R378,Deluxe,Available,230.18,0,,,No,Yes,No,Moderate,Medium,,,,,,14,3.5,
B030068,2025-03-02,R338,Standard,Booked,119.75,3,2025-03-02,2025-03-06,No,Yes,No,Moderate,Medium,Yuki Tanaka,Germany,Debit Card,OTA,Leisure,0,3.3,Late check-in
B030069,2025-03-18,R392,Standard,Booked,120.04,4,2025-03-18,2025-03-23,No,No,No,Moderate,Medium,Yuki Tanaka,Japan,Debit Card,Travel Agent,Leisure,3,3.0,Extra towels
B030070,2025-03-15,R358,Suite,Booked,456.85,2,2025-03-15,2025-03-17,Yes,Yes,No,Moderate,Medium,Emma Jones,Canada,Credit Card,Direct,Leisure,11,4.4,Extra towels
B030071,2025-03-23,R276,Deluxe,Booked,247.6,2,2025-03-23,2025-03-27,Yes,No,Yes,Moderate,Medium,Marie Dubois,UK,Debit Card,Direct,Business,19,4.6,Late check-in
B030072,2025-03-20,R351,Deluxe,Available,222.82,0,,,Yes,Yes,No,Moderate,Medium,,,,,,3,3.1,
B030073,2025-03-21,R126,Standard,Booked,117.63,3,2025-03-21,2025-03-25,Yes,Yes,No,Moderate,Medium,John Smith,USA,Credit Card,Travel Agent,Business,7,3.6,None
B030074,2025-03-17,R260,Standard,Booked,125.51,3,2025-03-17,2025-03-18,No,No,No,Moderate,Medium,John Smith,USA,Cash,OTA,Business,11,3.7,Late check-in
B030075,2025-03-26,R225,Suite,Available,442.66,0,,,Yes,No,No,Moderate,Medium,,,,,,11,3.2,
B030076,2025-03-20,R462,Deluxe,Cancelled,236.18,4,2025-03-20,2025-03-25,Yes,No,No,Moderate,Medium,Yuki Tanaka,Germany,Credit Card,Direct,Leisure,8,3.0,Extra towels
B030077,2025-03-18,R155,Deluxe,Booked,261.63,1,2025-03-18,2025-03-21,Yes,No,Yes,Moderate,Medium,Marie Dubois,Germany,Cash,OTA,Business,2,4.8,Late check-in
