booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B110001,2025-11-28,R424,Standard,Booked,138.72,4,2025-11-28,2025-12-03,No,No,Yes,Peak,High,Marie Dubois,Japan,Credit Card,OTA,Business,12,4.6,Extra towels
B110002,2025-11-22,R170,Suite,Booked,589.58,3,2025-11-22,2025-11-23,Yes,No,No,Peak,High,Emma Jones,Japan,Debit Card,Direct,Business,18,3.6,Late check-in
B110003,2025-11-15,R294,Suite,Available,603.55,0,,,No,No,No,Peak,High,,,,,,1,4.7,
B110004,2025-11-17,R163,Standard,Booked,162.3,4,2025-11-17,2025-11-18,Yes,Yes,Yes,Peak,High,Marie Dubois,USA,Debit Card,Direct,Leisure,2,3.7,Extra towels
B110005,2025-11-15,R158,Standard,Booked,164.12,3,2025-11-15,2025-11-19,No,No,Yes,Peak,High,Marie Dubois,Canada,Debit Card,Direct,Business,2,4.4,None
B110006,2025-11-06,R245,Deluxe,Booked,316.69,3,2025-11-06,2025-11-07,No,Yes,Yes,Peak,High,Marie Dubois,Canada,Debit Card,OTA,Business,2,4.3,Late check-in
B110007,2025-11-16,R260,Deluxe,Cancelled,294.49,4,2025-11-16,2025-11-20,No,Yes,No,Peak,High,Hans Muller,Canada,Credit Card,OTA,Leisure,5,4.9,Late check-in
B110008,2025-11-27,R415,Deluxe,Booked,285.54,2,2025-11-27,2025-12-01,Yes,No,No,Peak,High,Emma Jones,Germany,Cash,OTA,Business,10,4.1,Extra towels
B110009,2025-11-14,R217,Standard,Booked,135.34,1,2025-11-14,2025-11-16,Yes,No,Yes,Peak,High,John Smith,France,Cash,Travel Agent,Business,2,4.7,Extra towels
B110010,2025-11-08,R135,Deluxe,Booked,327.04,4,2025-11-08,2025-11-11,Yes,Yes,Yes,Peak,High,Hans Muller,Japan,Debit Card,Travel Agent,Business,20,4.4,None
B110011,2025-11-08,R159,Standard,Booked,162.9,4,2025-11-08,2025-11-11,No,No,No,Peak,High,Hans Muller,Canada,Cash,Travel Agent,Leisure,9,3.9,None
B110012,2025-11-19,R156,Standard,Booked,150.54,3,2025-11-19,2025-11-23,No,Yes,Yes,Peak,High,Hans Muller,Canada,Credit Card,OTA,Leisure,0,3.3,Extra towels
B110013,2025-11-10,R349,Standard,No-Show,149.47,1,2025-11-10,2025-11-14,No,Yes,Yes,Peak,High,Hans Muller,France,Cash,Direct,Leisure,8,3.1,Extra towels
B110014,2025-11-10,R273,Deluxe,Cancelled,299.39,3,2025-11-10,2025-11-11,No,No,No,Peak,High,John Smith,Germany,Debit Card,OTA,Leisure,4,3.8,Late check-in
B110015,2025-11-01,R169,Deluxe,Available,296.28,0,,,No,Yes,Yes,Peak,High,,,,,,20,5.0,
B110016,2025-11-08,R131,Standard,No-Show,149.88,4,2025-11-08,2025-11-12,No,Yes,No,Peak,High,John Smith,Japan,Cash,OTA,Business,6,4.6,None
B110017,2025-11-18,R475,Deluxe,Booked,309.15,1,2025-11-18,2025-11-19,Yes,No,Yes,Peak,High,Marie Dubois,USA,Credit Card,Direct,Leisure,1,3.9,None
B110018,2025-11-24,R447,Deluxe,Booked,275.46,3,2025-11-24,2025-11-28,No,No,Yes,Peak,High,Emma Jones,UK,Credit Card,Direct,Business,17,3.2,Late check-in
B110019,2025-11-10,R377,Standard,Booked,136.43,1,2025-11-10,2025-11-12,Yes,Yes,No,Peak,High,Marie Dubois,USA,Debit Card,Travel Agent,Business,10,3.1,None
B110020,2025-11-21,R401,Standard,Booked,158.13,4,2025-11-21,2025-11-26,No,Yes,No,Peak,High,Yuki Tanaka,France,Cash,Travel Agent,Business,13,3.6,Late check-in
B110021,2025-11-28,R292,Deluxe,Booked,289.96,2,2025-11-28,2025-12-02,Yes,No,Yes,Peak,High,Emma Jones,UK,Credit Card,OTA,Business,17,4.3,Late check-in
B110022,2025-11-22,R219,Standard,Booked,163.76,2,2025-11-22,2025-11-27,Yes,No,Yes,Peak,High,John Smith,Japan,Cash,Direct,Business,5,3.0,Late check-in
B110023,2025-11-04,R223,Deluxe,Booked,325.62,1,2025-11-04,2025-11-07,No,No,No,Peak,High,Hans Muller,Germany,Credit Card,Travel Agent,Leisure,14,4.6,Extra towels
B110024,2025-11-19,R396,Deluxe,Booked,297.48,1,2025-11-19,2025-11-20,Yes,No,Yes,Peak,High,Emma Jones,UK,Debit Card,Direct,Business,14,4.2,Extra towels
B110025,2025-11-14,R177,Deluxe,Booked,324.84,2,2025-11-14,2025-11-16,Yes,No,Yes,Peak,High,Yuki Tanaka,Canada,Cash,OTA,Business,8,4.0,Late check-in
B110026,2025-11-17,R123,Suite,Booked,544.37,3,2025-11-17,2025-11-19,Yes,Yes,No,Peak,High,Yuki Tanaka,France,Debit Card,OTA,Leisure,6,3.6,None
B110027,2025-11-21,R469,Suite,Cancelled,570.55,1,2025-11-21,2025-11-26,No,Yes,No,Peak,High,Marie Dubois,Japan,Debit Card,Direct,Business,8,3.9,Late check-in
B110028,2025-11-04,R256,Deluxe,Booked,272.09,3,2025-11-04,2025-11-09,Yes,No,Yes,Peak,High,John Smith,UK,Credit Card,OTA,Leisure,9,3.7,None
B110029,2025-11-22,R298,Standard,Available,156.98,0,,,Yes,No,No,Peak,High,,,,,,4,3.6,
B110030,2025-11-16,R460,Suite,Booked,645.36,4,2025-11-16,2025-11-20,Yes,No,Yes,Peak,High,Hans Muller,UK,Debit Card,Direct,Business,0,3.5,Late check-in
B110031,2025-11-20,R462,Suite,Booked,548.26,4,2025-11-20,2025-11-22,Yes,No,Yes,Peak,High,Hans Muller,Canada,Cash,Travel Agent,Leisure,1,4.5,None
B110032,2025-11-22,R433,Deluxe,No-Show,315.13,4,2025-11-22,2025-11-27,No,Yes,Yes,Peak,High,Marie Dubois,USA,Credit Card,Travel Agent,Business,13,4.7,None
B110033,2025-11-21,R103,Standard,Booked,151.89,4,2025-11-21,2025-11-23,Yes,Yes,No,Peak,High,John Smith,France,Credit Card,OTA,Business,7,3.9,None
B110034,2025-11-10,R148,Deluxe,Booked,308.35,4,2025-11-10,2025-11-11,Yes,Yes,No,Peak,High,John Smith,UK,Cash,Direct,Leisure,12,5.0,None
B110035,2025-11-08,R325,Standard,No-Show,154.41,1,2025-11-08,2025-11-09,No,Yes,Yes,Peak,High,John Smith,Japan,Credit Card,OTA,Leisure,6,4.6,Late check-in
B110036,2025-11-07,R326,Deluxe,Available,280.06,0,,,Yes,Yes,No,Peak,High,,,,,,4,3.1,
B110037,2025-11-04,R158,Deluxe,Booked,299.96,4,2025-11-04,2025-11-07,Yes,Yes,No,Peak,High,Marie Dubois,USA,Debit Card,Travel Agent,Business,8,5.0,Extra towels
B110038,2025-11-28,R286,Standard,Booked,158.81,1,2025-11-28,2025-12-02,No,No,No,Peak,High,John Smith,UK,Cash,OTA,Leisure,6,5.0,Extra towels
B110039,2025-11-06,R298,Suite,Available,634.76,0,,,No,No,No,Peak,High,,,,,,15,3.7,
B110040,2025-11-14,R383,Suite,No-Show,592.24,4,2025-11-14,2025-11-16,Yes,No,Yes,Peak,High,Yuki Tanaka,USA,Debit Card,OTA,Business,18,3.7,None
B110041,2025-11-02,R293,Deluxe,Booked,277.13,4,2025-11-02,2025-11-04,Yes,No,Yes,Peak,High,John Smith,Canada,Debit Card,Direct,Leisure,18,3.8,None
B110042,2025-11-18,R210,Suite,Booked,598.37,2,2025-11-18,2025-11-23,Yes,Yes,No,Peak,High,Marie Dubois,Japan,Debit Card,Travel Agent,Leisure,4,4.8,None
B110043,2025-11-07,R441,Suite,Cancelled,578.44,1,2025-11-07,2025-11-10,No,Yes,No,Peak,High,John Smith,Canada,Debit Card,Travel Agent,Leisure,1,3.4,Late check-in
B110044,2025-11-22,R291,Deluxe,Booked,285.75,4,2025-11-22,2025-11-23,No,No,No,Peak,High,Hans Muller,USA,Cash,Direct,Business,1,4.7,None
B110045,2025-11-13,R362,Standard,Available,137.25,0,,,Yes,No,Yes,Peak,High,,,,,,14,4.1,
B110046,2025-11-26,R371,Standard,Booked,137.88,4,2025-11-26,2025-11-28,Yes,Yes,Yes,Peak,High,Marie Dubois,USA,Debit Card,Travel Agent,Leisure,1,3.3,None
B110047,2025-11-06,R194,Standard,Booked,154.22,1,2025-11-06,2025-11-10,Yes,No,No,Peak,High,Marie Dubois,UK,Credit Card,Travel Agent,Business,1,3.4,None
B110048,2025-11-08,R122,Standard,Booked,135.04,2,2025-11-08,2025-11-09,No,Yes,No,Peak,High,Hans Muller,Germany,Credit Card,Direct,Leisure,16,4.4,Extra towels
B110049,2025-11-11,R348,Standard,Booked,152.45,1,2025-11-11,2025-11-15,No,Yes,No,Peak,High,Hans Muller,USA,Cash,Travel Agent,Business,3,4.0,Late check-in
