booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B090001,2025-09-03,R144,Standard,No-Show,100.85,2,2025-09-03,2025-09-07,Yes,No,No,Low,Low,Marie Dubois,USA,Credit Card,Direct,Business,1,4.3,None
B090002,2025-09-28,R129,Standard,Available,92.74,0,,,No,No,Yes,Low,Low,,,,,,3,3.8,
B090003,2025-09-10,R455,Deluxe,No-Show,217.91,4,2025-09-10,2025-09-12,No,Yes,Yes,Low,Low,John Smith,USA,Cash,OTA,Business,15,5.0,Extra towels
B090004,2025-09-26,R385,Deluxe,No-Show,205.23,3,2025-09-26,2025-09-30,No,No,Yes,Low,Low,Hans Muller,France,Credit Card,Direct,Business,5,4.4,Extra towels
B090005,2025-09-15,R178,Deluxe,Booked,181.31,2,2025-09-15,2025-09-19,No,No,Yes,Low,Low,Emma Jones,Japan,Credit Card,Direct,Leisure,11,4.9,Extra towels
B090006,2025-09-06,R257,Deluxe,Available,185.4,0,,,Yes,Yes,No,Low,Low,,,,,,16,3.1,
B090007,2025-09-18,R474,Deluxe,Cancelled,182.09,1,2025-09-18,2025-09-19,Yes,Yes,No,Low,Low,Marie Dubois,France,Cash,Direct,Leisure,19,3.3,None
B090008,2025-09-18,R147,Suite,Cancelled,403.83,4,2025-09-18,2025-09-21,No,No,No,Low,Low,Emma Jones,Canada,Debit Card,Travel Agent,Business,18,4.0,None
B090009,2025-09-18,R146,Standard,Available,105.47,0,,,Yes,Yes,Yes,Low,Low,,,,,,11,3.3,
B090010,2025-09-12,R420,Standard,Cancelled,108.8,2,2025-09-12,2025-09-16,Yes,No,No,Low,Low,Marie Dubois,UK,Cash,OTA,Business,14,5.0,Late check-in
B090011,2025-09-12,R233,Standard,Available,101.66,0,,,Yes,Yes,No,Low,Low,,,,,,1,3.6,
B090012,2025-09-09,R337,Deluxe,Available,216.37,0,,,Yes,No,No,Low,Low,,,,,,4,4.5,
B090013,2025-09-07,R438,Deluxe,Available,219.07,0,,,Yes,No,Yes,Low,Low,,,,,,18,4.1,
B090014,2025-09-15,R431,Standard,Available,90.59,0,,,No,No,Yes,Low,Low,,,,,,13,4.8,
B090015,2025-09-05,R138,Suite,Cancelled,385.08,1,2025-09-05,2025-09-10,Yes,Yes,Yes,Low,Low,Emma Jones,Germany,Debit Card,Travel Agent,Leisure,5,4.2,None
B090016,2025-09-22,R459,Deluxe,Booked,211.6,2,2025-09-22,2025-09-26,Yes,Yes,Yes,Low,Low,John Smith,UK,Cash,Direct,Leisure,18,3.3,Late check-in
B090017,2025-09-04,R343,Standard,Available,102.92,0,,,Yes,Yes,No,Low,Low,,,,,,3,4.2,
B090018,2025-09-02,R228,Suite,Booked,409.87,3,2025-09-02,2025-09-05,Yes,Yes,No,Low,Low,Yuki Tanaka,France,Credit Card,Direct,Leisure,17,4.9,Late check-in
B090019,2025-09-23,R426,Standard,Available,106.05,0,,,No,Yes,No,Low,Low,,,,,,19,3.4,
B090020,2025-09-07,R167,Suite,Booked,432.75,4,2025-09-07,2025-09-12,No,No,No,Low,Low,John Smith,Canada,Debit Card,Travel Agent,Business,14,4.2,Late check-in
B090021,2025-09-10,R385,Suite,Available,397.44,0,,,Yes,No,Yes,Low,Low,,,,,,8,3.2,
B090022,2025-09-16,R176,Suite,Available,412.69,0,,,Yes,Yes,No,Low,Low,,,,,,13,3.9,
B090023,2025-09-18,R411,Deluxe,Available,181.05,0,,,Yes,Yes,No,Low,Low,,,,,,9,3.3,
B090024,2025-09-15,R178,Standard,Available,96.83,0,,,Yes,No,Yes,Low,Low,,,,,,0,3.5,
B090025,2025-09-02,R167,Standard,Available,103.52,0,,,Yes,No,Yes,Low,Low,,,,,,4,3.6,
B090026,2025-09-03,R236,Suite,Available,384.04,0,,,Yes,Yes,No,Low,Low,,,,,,12,4.1,
B090027,2025-09-07,R342,Deluxe,Cancelled,191.47,1,2025-09-07,2025-09-10,Yes,No,No,Low,Low,Marie Dubois,France,Cash,Travel Agent,Leisure,7,3.2,Extra towels
B090028,2025-09-15,R497,Standard,Available,95.66,0,,,No,No,Yes,Low,Low,,,,,,10,3.5,
B090029,2025-09-14,R202,Suite,Available,431.89,0,,,No,No,Yes,Low,Low,,,,,,20,3.3,
B090030,2025-09-21,R121,Standard,Available,101.12,0,,,No,No,No,Low,Low,,,,,,10,3.1,
B090031,2025-09-14,R344,Suite,Booked,437.08,4,2025-09-14,2025-09-18,No,Yes,Yes,Low,Low,Hans Muller,Germany,Cash,Direct,Leisure,3,4.0,Late check-in
B090032,2025-09-11,R326,Standard,Booked,102.4,1,2025-09-11,2025-09-15,Yes,Yes,No,Low,Low,Hans Muller,Japan,Cash,Travel Agent,Business,11,4.7,None
B090033,2025-09-08,R372,Deluxe,Booked,212.07,4,2025-09-08,2025-09-10,No,Yes,Yes,Low,Low,Yuki Tanaka,Japan,Credit Card,Travel Agent,Leisure,5,3.9,Extra towels
B090034,2025-09-17,R176,Suite,Available,436.61,0,,,No,No,Yes,Low,Low,,,,,,17,3.8,
B090035,2025-09-11,R276,Standard,Available,90.07,0,,,Yes,No,Yes,Low,Low,,,,,,1,4.0,
B090036,2025-09-26,R101,Standard,Booked,106.27,3,2025-09-26,2025-09-28,No,No,Yes,Low,Low,Emma Jones,Germany,Cash,Travel Agent,Leisure,4,4.6,None
B090037,2025-09-27,R331,Suite,Available,419.86,0,,,Yes,No,No,Low,Low,,,,,,2,3.7,
B090038,2025-09-24,R238,Deluxe,Booked,181.73,4,2025-09-24,2025-09-27,Yes,No,Yes,Low,Low,Emma Jones,Canada,Debit Card,Travel Agent,Business,20,4.0,None
B090039,2025-09-19,R365,Deluxe,Cancelled,191.97,4,2025-09-19,2025-09-24,No,Yes,Yes,Low,Low,John Smith,Canada,Cash,OTA,Leisure,8,4.9,Extra towels
B090040,2025-09-11,R200,Deluxe,Cancelled,217.61,3,2025-09-11,2025-09-13,Yes,Yes,Yes,Low,Low,Yuki Tanaka,UK,Debit Card,Direct,Business,1,4.0,None
B090041,2025-09-04,R314,Suite,Available,384.79,0,,,Yes,No,Yes,Low,Low,,,,,,1,4.0,
B090042,2025-09-14,R195,Deluxe,Available,180.41,0,,,No,Yes,No,Low,Low,,,,,,0,4.9,
B090043,2025-09-13,R434,Deluxe,Booked,207.28,1,2025-09-13,2025-09-17,Yes,Yes,Yes,Low,Low,John Smith,Japan,Cash,Direct,Business,14,3.9,Extra towels
B090044,2025-09-24,R137,Deluxe,Booked,219.79,2,2025-09-24,2025-09-29,No,No,No,Low,Low,Marie Dubois,France,Cash,OTA,Leisure,13,3.5,None
B090045,2025-09-14,R116,Standard,No-Show,90.58,2,2025-09-14,2025-09-15,Yes,No,Yes,Low,Low,Emma Jones,Germany,Credit Card,Direct,Leisure,19,4.9,Late check-in
B090046,2025-09-03,R433,Suite,Booked,434.07,2,2025-09-03,2025-09-08,Yes,Yes,Yes,Low,Low,Emma Jones,Germany,Debit Card,OTA,Business,17,4.2,Extra towels
B090047,2025-09-16,R178,Suite,Booked,432.77,2,2025-09-16,2025-09-21,No,No,Yes,Low,Low,Hans Muller,Japan,Cash,OTA,Business,15,3.5,None
B090048,2025-09-28,R115,Deluxe,Cancelled,190.05,2,2025-09-28,2025-10-01,No,Yes,No,Low,Low,Marie Dubois,Germany,Cash,Travel Agent,Leisure,6,3.3,Late check-in
B090049,2025-09-19,R123,Standard,Booked,102.16,3,2025-09-19,2025-09-20,No,No,No,Low,Low,John Smith,Japan,Cash,Travel Agent,Business,5,3.8,Extra towels
B090050,2025-09-04,R466,Standard,Available,105.42,0,,,No,No,No,Low,Low,,,,,,13,3.2,
B090051,2025-09-06,R286,Deluxe,Available,211.99,0,,,Yes,Yes,Yes,Low,Low,,,,,,6,4.9,
B090052,2025-09-06,R121,Deluxe,No-Show,218.46,1,2025-09-06,2025-09-09,No,No,No,Low,Low,Marie Dubois,Canada,Debit Card,OTA,Business,7,4.0,Extra towels
B090053,2025-09-07,R253,Suite,Available,363.38,0,,,No,Yes,No,Low,Low,,,,,,6,3.6,
B090054,2025-09-26,R262,Deluxe,Available,212.69,0,,,Yes,No,Yes,Low,Low,,,,,,4,3.2,
B090055,2025-09-11,R157,Suite,Cancelled,392.51,3,2025-09-11,2025-09-14,Yes,No,Yes,Low,Low,Hans Muller,Japan,Debit Card,Travel Agent,Business,18,3.0,None
