booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B010001,2025-01-13,R194,Deluxe,Booked,281.44,1,2025-01-13,2025-01-14,Yes,Yes,Yes,Peak,High,Hans Muller,Canada,Cash,Travel Agent,Leisure,5,4.3,None
B010002,2025-01-18,R157,Suite,No-Show,542.17,2,2025-01-18,2025-01-19,No,No,Yes,Peak,High,Emma Jones,UK,Debit Card,Travel Agent,Business,12,4.7,Extra towels
B010003,2025-01-03,R149,Standard,Booked,151.52,3,2025-01-03,2025-01-06,No,Yes,Yes,Peak,High,John Smith,UK,Cash,Travel Agent,Leisure,15,4.1,Extra towels
B010004,2025-01-03,R241,Standard,Cancelled,158.61,4,2025-01-03,2025-01-05,Yes,No,No,Peak,High,Yuki Tanaka,France,Debit Card,Travel Agent,Leisure,17,4.0,Late check-in
B010005,2025-01-04,R434,Standard,Booked,155.3,2,2025-01-04,2025-01-06,No,No,No,Peak,High,Marie Dubois,Canada,Credit Card,Travel Agent,Business,5,4.3,Extra towels
B010006,2025-01-17,R430,Suite,Booked,627.32,4,2025-01-17,2025-01-18,No,No,No,Peak,High,Marie Dubois,France,Credit Card,Travel Agent,Business,20,3.5,Late check-in
B010007,2025-01-02,R480,Deluxe,No-Show,303.94,1,2025-01-02,2025-01-03,Yes,No,Yes,Peak,High,Marie Dubois,Germany,Debit Card,Direct,Leisure,8,3.3,Late check-in
B010008,2025-01-02,R368,Suite,Booked,658.19,4,2025-01-02,2025-01-06,Yes,No,Yes,Peak,High,Yuki Tanaka,Germany,Cash,Direct,Leisure,11,4.7,None
B010009,2025-01-08,R187,Standard,Booked,149.59,4,2025-01-08,2025-01-11,Yes,No,Yes,Peak,High,Hans Muller,France,Cash,OTA,Business,3,4.5,None
B010010,2025-01-17,R486,Deluxe,Booked,326.92,1,2025-01-17,2025-01-21,No,Yes,No,Peak,High,Emma Jones,Japan,Cash,OTA,Business,1,3.1,Extra towels
B010011,2025-01-18,R381,Deluxe,Booked,274.57,1,2025-01-18,2025-01-19,No,Yes,Yes,Peak,High,John Smith,Japan,Credit Card,OTA,Leisure,16,4.8,None
B010012,2025-01-06,R253,Deluxe,Available,286.54,0,,,No,No,No,Peak,High,,,,,,10,3.7,
B010013,2025-01-02,R370,Deluxe,Booked,307.7,3,2025-01-02,2025-01-04,No,Yes,Yes,Peak,High,Hans Muller,Japan,Cash,Travel Agent,Leisure,19,4.6,None
B010014,2025-01-06,R110,Suite,Booked,597.21,3,2025-01-06,2025-01-11,Yes,Yes,Yes,Peak,High,Emma Jones,Japan,Credit Card,OTA,Business,15,4.2,None
B010015,2025-01-24,R255,Deluxe,Booked,315.47,2,2025-01-24,2025-01-26,Yes,No,Yes,Peak,High,Yuki Tanaka,Japan,Credit Card,Travel Agent,Leisure,5,3.8,None
B010016,2025-01-07,R261,Standard,Cancelled,152.04,1,2025-01-07,2025-01-11,No,Yes,Yes,Peak,High,Marie Dubois,France,Debit Card,Direct,Business,6,4.3,None
B010017,2025-01-13,R186,Suite,Booked,637.92,2,2025-01-13,2025-01-15,Yes,Yes,No,Peak,High,Emma Jones,France,Cash,Travel Agent,Leisure,16,4.7,Late check-in
B010018,2025-01-24,R140,Standard,Booked,161.32,1,2025-01-24,2025-01-25,Yes,No,Yes,Peak,High,Emma Jones,UK,Cash,Direct,Business,13,4.3,Late check-in
B010019,2025-01-03,R392,Standard,No-Show,160.49,2,2025-01-03,2025-01-07,Yes,Yes,Yes,Peak,High,Emma Jones,Germany,Credit Card,Direct,Business,10,3.5,Late check-in
B010020,2025-01-19,R247,Deluxe,Available,313.31,0,,,Yes,Yes,Yes,Peak,High,,,,,,5,4.5,
B010021,2025-01-01,R221,Suite,Booked,606.53,3,2025-01-01,2025-01-02,No,No,Yes,Peak,High,Marie Dubois,France,Cash,OTA,Leisure,1,4.1,Late check-in
B010022,2025-01-21,R425,Suite,Booked,631.28,1,2025-01-21,2025-01-22,No,Yes,Yes,Peak,High,John Smith,USA,Debit Card,Direct,Business,2,3.8,None
B010023,2025-01-23,R186,Suite,No-Show,582.75,3,2025-01-23,2025-01-25,Yes,No,Yes,Peak,High,Marie Dubois,Germany,Credit Card,OTA,Business,17,3.6,Extra towels
B010024,2025-01-20,R277,Deluxe,Booked,271.55,3,2025-01-20,2025-01-21,No,No,No,Peak,High,Yuki Tanaka,Japan,Debit Card,Direct,Business,13,4.3,Extra towels
B010025,2025-01-21,R407,Deluxe,Booked,328.52,3,2025-01-21,2025-01-23,Yes,No,No,Peak,High,John Smith,France,Cash,OTA,Leisure,10,4.7,None
B010026,2025-01-03,R107,Suite,Booked,596.09,4,2025-01-03,2025-01-04,Yes,Yes,No,Peak,High,John Smith,UK,Debit Card,Travel Agent,Leisure,11,4.9,Extra towels
B010027,2025-01-02,R145,Deluxe,Booked,317.53,4,2025-01-02,2025-01-05,Yes,Yes,No,Peak,High,Yuki Tanaka,UK,Debit Card,Direct,Business,10,3.4,Extra towels
B010028,2025-01-22,R227,Deluxe,Booked,277.69,4,2025-01-22,2025-01-23,Yes,Yes,No,Peak,High,Hans Muller,Japan,Credit Card,Direct,Leisure,13,4.3,Extra towels
B010029,2025-01-16,R497,Standard,Available,135.02,0,,,No,Yes,No,Peak,High,,,,,,14,4.5,
B010030,2025-01-19,R276,Suite,Booked,587.03,4,2025-01-19,2025-01-24,Yes,Yes,No,Peak,High,Yuki Tanaka,France,Cash,Direct,Business,1,3.8,Late check-in
B010031,2025-01-05,R412,Suite,Booked,580.13,2,2025-01-05,2025-01-06,Yes,No,Yes,Peak,High,Emma Jones,Canada,Cash,Direct,Business,15,4.9,Late check-in
B010032,2025-01-03,R393,Deluxe,Booked,316.25,2,2025-01-03,2025-01-07,Yes,No,Yes,Peak,High,Marie Dubois,Germany,Credit Card,Direct,Business,13,3.7,None
B010033,2025-01-01,R263,Deluxe,Booked,301.19,3,2025-01-01,2025-01-06,No,Yes,Yes,Peak,High,Marie Dubois,France,Credit Card,OTA,Leisure,5,4.9,Late check-in
B010034,2025-01-21,R106,Deluxe,Booked,301.39,2,2025-01-21,2025-01-23,Yes,No,No,Peak,High,Marie Dubois,Germany,Credit Card,OTA,Leisure,3,3.1,Extra towels
B010035,2025-01-08,R243,Deluxe,Booked,293.2,3,2025-01-08,2025-01-10,Yes,Yes,Yes,Peak,High,Yuki Tanaka,Japan,Cash,Travel Agent,Leisure,12,3.0,Late check-in
B010036,2025-01-01,R405,Suite,Booked,548.86,1,2025-01-01,2025-01-03,No,No,No,Peak,High,Yuki Tanaka,France,Credit Card,Direct,Leisure,11,4.9,Late check-in
B010037,2025-01-21,R325,Suite,Booked,577.93,1,2025-01-21,2025-01-26,Yes,No,Yes,Peak,High,John Smith,France,Cash,Travel Agent,Business,3,4.2,None
B010038,2025-01-17,R259,Suite,Booked,610.78,1,2025-01-17,2025-01-22,No,No,Yes,Peak,High,Yuki Tanaka,UK,Cash,Travel Agent,Leisure,3,4.6,None
